gene_id	gene_name	chromosome	start	end	strand	type
ENSG00000268119.5	AC010615.2	chr19	21444241	21463908	-	processed_transcript
ENSG00000268658.5	LINC00664	chr19	21483374	21503238	+	lincRNA
ENSG00000197013.9	ZNF429	chr19	21496682	21556270	+	protein_coding
ENSG00000268705.1	BNIP3P26	chr19	21521343	21521896	-	processed_pseudogene
ENSG00000268081.1	AC123912.1	chr19	21554640	21569237	-	antisense
ENSG00000268555.1	AC123912.4	chr19	21570822	21587322	-	lincRNA
ENSG00000268240.1	AC123912.2	chr19	21587432	21594628	-	lincRNA
ENSG00000274503.1	AC123912.6	chr19	21592727	21593041	+	unprocessed_pseudogene
ENSG00000271182.1	AC123912.5	chr19	21634833	21635175	-	processed_pseudogene
ENSG00000268278.1	AC123912.3	chr19	21637974	21656300	+	unprocessed_pseudogene
ENSG00000268433.1	MTDHP3	chr19	21677550	21678221	-	processed_pseudogene
ENSG00000268535.1	MTDHP4	chr19	21709522	21710191	+	processed_pseudogene
ENSG00000268117.1	VN1R84P	chr19	21719801	21720035	-	unprocessed_pseudogene
ENSG00000197020.10	ZNF100	chr19	21722766	21767628	-	protein_coding
ENSG00000269845.1	AC092364.2	chr19	21750747	21753438	+	transcribed_processed_pseudogene
ENSG00000268184.1	AC092364.1	chr19	21768772	21793860	-	lincRNA
ENSG00000269136.1	BRI3BPP1	chr19	21800480	21801266	+	processed_pseudogene
ENSG00000198521.11	ZNF43	chr19	21804949	21852125	-	protein_coding
ENSG00000268438.1	BNIP3P27	chr19	21826513	21827279	+	processed_pseudogene
ENSG00000160321.14	ZNF208	chr19	21932958	22010949	-	protein_coding
ENSG00000269615.1	MTDHP2	chr19	21940820	21941533	+	processed_pseudogene
ENSG00000279377.1	AC003973.3	chr19	21965708	21968529	-	TEC
ENSG00000271095.1	BNIP3P28	chr19	21997648	21998840	+	processed_pseudogene
ENSG00000269504.1	AC003973.2	chr19	22017959	22036315	-	lincRNA
ENSG00000269199.1	AC003973.1	chr19	22043500	22050005	-	lincRNA
ENSG00000197134.11	ZNF257	chr19	22052452	22091480	+	protein_coding
ENSG00000269742.1	BNIP3P29	chr19	22065828	22066398	-	processed_pseudogene
ENSG00000269505.2	ZNF92P2	chr19	22128627	22130318	-	processed_pseudogene
ENSG00000268116.1	AC073539.2	chr19	22130325	22130489	+	processed_pseudogene
ENSG00000268140.1	PCGF7P	chr19	22137931	22138981	+	processed_pseudogene
ENSG00000269575.1	MTDHP5	chr19	22140532	22141117	+	processed_pseudogene
ENSG00000269345.1	VN1R85P	chr19	22174766	22175191	-	unprocessed_pseudogene
ENSG00000196109.7	ZNF676	chr19	22179091	22215775	-	protein_coding
ENSG00000268079.1	BNIP3P30	chr19	22203128	22204003	+	processed_pseudogene
ENSG00000282732.1	AC073539.7	chr19	22215634	22215661	-	unprocessed_pseudogene
ENSG00000267872.1	AC073539.1	chr19	22243254	22245347	-	lincRNA
ENSG00000268597.1	AC073539.3	chr19	22259693	22261335	+	lincRNA
ENSG00000196350.8	ZNF729	chr19	22286408	22317176	+	protein_coding
ENSG00000270191.1	BNIP3P31	chr19	22298977	22299868	-	processed_pseudogene
ENSG00000268685.1	AC011494.1	chr19	22362589	22362825	+	processed_pseudogene
ENSG00000236312.3	RPL34P34	chr19	22368599	22368952	-	processed_pseudogene
ENSG00000197360.9	ZNF98	chr19	22391019	22532485	-	protein_coding
ENSG00000269796.1	AC011516.1	chr19	22422513	22426045	+	lincRNA
ENSG00000268830.1	BNIP3P32	chr19	22447934	22448777	-	processed_pseudogene
ENSG00000270947.1	AC025811.1	chr19	22455988	22456459	+	lincRNA
ENSG00000268717.1	BNIP3P33	chr19	22457329	22458212	-	processed_pseudogene
ENSG00000269138.1	ZNF209P	chr19	22463922	22473036	+	unprocessed_pseudogene
ENSG00000270317.1	AC004004.1	chr19	22501699	22501948	-	processed_pseudogene
ENSG00000260599.1	AC011467.1	chr19	22520995	22527949	-	sense_intronic
ENSG00000269364.1	LINC01233	chr19	22532626	22533494	+	lincRNA
ENSG00000207397.1	RNU6-1179P	chr19	22555261	22555367	+	snRNA
ENSG00000271149.1	AC011467.6	chr19	22595479	22596163	-	unprocessed_pseudogene
ENSG00000269332.5	GOLGA2P9	chr19	22596257	22603550	+	transcribed_unprocessed_pseudogene
ENSG00000240713.3	RN7SL860P	chr19	22601485	22601707	+	misc_RNA
ENSG00000268823.2	AC011467.3	chr19	22603269	22608501	+	processed_transcript
ENSG00000269025.2	AC011467.4	chr19	22605739	22608211	+	transcribed_processed_pseudogene
ENSG00000269316.1	AC011467.5	chr19	22609606	22610601	+	processed_pseudogene
ENSG00000268038.1	LINC01785	chr19	22615557	22623971	-	lincRNA
ENSG00000268589.1	AC011467.2	chr19	22620483	22620724	+	unprocessed_pseudogene
ENSG00000229676.2	ZNF492	chr19	22634324	22667670	+	protein_coding
ENSG00000268981.5	AC024563.1	chr19	22665552	22716991	-	antisense
ENSG00000198153.8	ZNF849P	chr19	22685167	22686732	+	unprocessed_pseudogene
ENSG00000241282.1	RPL34P33	chr19	22699352	22699685	+	processed_pseudogene
ENSG00000270475.1	AC024563.2	chr19	22708834	22709314	-	processed_pseudogene
ENSG00000268789.1	VN1R87P	chr19	22742924	22743410	-	unprocessed_pseudogene
ENSG00000213973.8	ZNF99	chr19	22752183	22784107	-	protein_coding
ENSG00000279966.2	AC008626.2	chr19	22770375	22770622	+	unprocessed_pseudogene
ENSG00000270518.2	AC008626.1	chr19	22770937	22771191	+	unprocessed_pseudogene
ENSG00000269509.1	BNIP3P34	chr19	22773853	22774424	+	processed_pseudogene
ENSG00000268696.2	ZNF723	chr19	22832321	22858667	+	protein_coding
ENSG00000271655.1	BNIP3P35	chr19	22840432	22840921	-	processed_pseudogene
ENSG00000268541.1	VN1R88P	chr19	22861303	22861594	+	unprocessed_pseudogene
ENSG00000268296.1	AC022145.1	chr19	22907086	22914289	-	lincRNA
ENSG00000269458.1	AC022145.2	chr19	22925377	22925547	+	unprocessed_pseudogene
ENSG00000269067.1	ZNF728	chr19	22975468	23003176	-	protein_coding
ENSG00000271661.1	BNIP3P36	chr19	22994968	22995847	+	processed_pseudogene
ENSG00000261558.1	LINC01859	chr19	23015075	23023697	-	lincRNA
ENSG00000261615.6	LINC01858	chr19	23046958	23061752	-	lincRNA
ENSG00000269543.5	AC074135.2	chr19	23068473	23071476	-	lincRNA
ENSG00000267886.1	AC074135.1	chr19	23075201	23100361	+	lincRNA
ENSG00000183850.13	ZNF730	chr19	23075210	23147219	+	protein_coding
ENSG00000270479.1	BNIP3P37	chr19	23123188	23124088	-	processed_pseudogene
ENSG00000268105.1	AC124856.1	chr19	23125665	23128543	+	processed_pseudogene
ENSG00000267920.1	SNX6P1	chr19	23126569	23127792	-	processed_pseudogene
ENSG00000269471.1	AC092329.2	chr19	23204010	23204556	+	processed_pseudogene
ENSG00000196081.9	ZNF724	chr19	23221599	23250390	-	protein_coding
ENSG00000283201.1	AC092329.3	chr19	23222755	23274221	-	protein_coding
ENSG00000268469.1	BNIP3P38	chr19	23236308	23236851	+	processed_pseudogene
ENSG00000269837.1	IPO5P1	chr19	23255053	23257939	-	transcribed_processed_pseudogene
ENSG00000269107.1	AC092329.1	chr19	23257255	23274232	-	lincRNA
ENSG00000284428.1	IPO5P1	chr19	23259906	23274251	-	processed_transcript
ENSG00000268794.1	VN1R90P	chr19	23288620	23289345	+	unprocessed_pseudogene
ENSG00000268148.1	VN1R91P	chr19	23290849	23291017	+	unprocessed_pseudogene
ENSG00000167232.13	ZNF91	chr19	23304991	23395560	-	protein_coding
ENSG00000267934.1	AC010300.1	chr19	23323968	23329101	+	antisense
ENSG00000269431.1	BNIP3P8	chr19	23380317	23380876	+	processed_pseudogene
ENSG00000268992.1	CDC42EP3P1	chr19	23384530	23385293	+	processed_pseudogene
ENSG00000269416.5	LINC01224	chr19	23399233	23416075	-	lincRNA
ENSG00000268908.1	VN1R92P	chr19	23444262	23445189	+	unprocessed_pseudogene
ENSG00000275201.1	AC074140.1	chr19	23479762	23480468	-	unprocessed_pseudogene
ENSG00000268100.1	ZNF725P	chr19	23492428	23512656	-	unprocessed_pseudogene
ENSG00000197372.9	ZNF675	chr19	23525631	23687220	-	protein_coding
ENSG00000268455.1	AC073544.1	chr19	23596122	23598159	+	unprocessed_pseudogene
ENSG00000240231.1	RPS27P29	chr19	23597341	23597592	+	processed_pseudogene
ENSG00000269320.1	VN1R93P	chr19	23602567	23603106	+	unprocessed_pseudogene
ENSG00000196172.9	ZNF681	chr19	23739195	23758891	-	protein_coding
ENSG00000233836.7	AC139769.1	chr19	23762944	23833314	+	transcribed_unprocessed_pseudogene
ENSG00000269662.1	BNIP3P39	chr19	23798924	23799477	-	processed_pseudogene
ENSG00000267924.1	AC139769.2	chr19	23817599	23874701	-	lincRNA
ENSG00000225178.5	RPSAP58	chr19	23827162	23828049	+	processed_pseudogene
ENSG00000277493.1	AC139769.3	chr19	23842549	23843230	+	unprocessed_pseudogene
ENSG00000213967.10	ZNF726	chr19	23914876	23945159	+	protein_coding
ENSG00000269289.5	AC011503.1	chr19	23919081	23957930	-	antisense
ENSG00000269397.1	AC011503.2	chr19	23927788	23929287	+	sense_intronic
ENSG00000269421.1	ZNF92P3	chr19	23935220	23936173	+	unprocessed_pseudogene
ENSG00000201966.1	RNA5-8SP4	chr19	24004358	24004507	-	rRNA_pseudogene
ENSG00000213096.10	ZNF254	chr19	24033405	24129961	+	protein_coding
ENSG00000268362.5	AC092279.1	chr19	24033445	24066909	+	lincRNA
ENSG00000279425.1	AC092279.2	chr19	24078481	24080669	+	TEC
ENSG00000268058.1	BNIP3P40	chr19	24098425	24098980	-	processed_pseudogene
ENSG00000276030.1	AC073534.1	chr19	24146701	24147081	+	lincRNA
ENSG00000268442.1	HAVCR1P1	chr19	24162370	24163425	-	processed_pseudogene
ENSG00000267696.6	ERVK-28	chr19	27638483	27646483	-	lincRNA
ENSG00000279882.1	AC112702.1	chr19	27639300	27639665	-	TEC
ENSG00000261824.6	LINC00662	chr19	27684580	27793940	-	lincRNA
ENSG00000261770.1	AC006504.1	chr19	27757184	27760849	-	lincRNA
ENSG00000267575.6	AC006504.5	chr19	27793463	27918863	+	lincRNA
ENSG00000272635.1	AC006504.7	chr19	27793488	27984984	+	processed_transcript
ENSG00000281468.1	AC006504.8	chr19	27802838	27803472	+	sense_intronic
ENSG00000267264.1	AC006504.3	chr19	27803538	27804060	+	processed_pseudogene
ENSG00000267323.1	SLC25A1P5	chr19	27805423	27806205	-	processed_pseudogene
ENSG00000266977.1	AC006504.2	chr19	27849730	27889222	-	lincRNA
ENSG00000267389.2	AC006504.4	chr19	27892495	27898927	-	unprocessed_pseudogene
ENSG00000267623.3	AC005357.2	chr19	27902595	27984743	+	transcribed_unprocessed_pseudogene
ENSG00000267768.1	AC006504.6	chr19	27908356	27908554	-	processed_pseudogene
ENSG00000267630.1	AC005758.1	chr19	27918943	27929370	+	transcribed_unprocessed_pseudogene
ENSG00000266906.1	AC005357.1	chr19	27983032	27983332	-	processed_pseudogene
ENSG00000267509.5	AC010511.1	chr19	28065267	28125430	+	lincRNA
ENSG00000266928.1	AC020905.1	chr19	28294093	28313500	-	lincRNA
ENSG00000267320.5	AC005580.1	chr19	28316705	28386204	-	lincRNA
ENSG00000267238.1	AC093074.1	chr19	28394851	28396428	-	lincRNA
ENSG00000260725.1	AC005307.1	chr19	28418483	28429490	-	lincRNA
ENSG00000283403.1	AC005394.2	chr19	28435388	28727680	-	processed_transcript
ENSG00000267243.6	AC005381.1	chr19	28437060	28535277	-	lincRNA
ENSG00000266893.1	AC005394.1	chr19	28491864	28632728	-	lincRNA
ENSG00000267423.1	AC005616.1	chr19	28509238	28518728	+	lincRNA
ENSG00000267537.1	AC079466.2	chr19	28602379	28648303	-	lincRNA
ENSG00000266976.1	AC079466.1	chr19	28606688	28615229	+	lincRNA
ENSG00000283269.1	AC005524.1	chr19	28683071	28727777	-	transcribed_unprocessed_pseudogene
ENSG00000267799.1	MAN1A2P1	chr19	28790812	28792871	-	processed_pseudogene
ENSG00000267617.1	AC007795.1	chr19	28869796	28879170	+	lincRNA
ENSG00000267528.1	AC008991.1	chr19	28883430	28953245	+	lincRNA
ENSG00000267683.1	AC008991.2	chr19	28892931	28895949	+	lincRNA
ENSG00000267027.1	AC011524.1	chr19	28949437	28950200	-	lincRNA
ENSG00000267240.1	AC011524.2	chr19	28960506	28964943	-	lincRNA
ENSG00000267339.5	LINC00906	chr19	28965131	28970874	+	lincRNA
ENSG00000252272.1	RNA5SP470	chr19	29001670	29001775	+	rRNA_pseudogene
ENSG00000267014.5	LINC01532	chr19	29002555	29013955	+	lincRNA
ENSG00000169021.5	UQCRFS1	chr19	29205321	29213541	-	protein_coding
ENSG00000267498.1	AC007786.1	chr19	29213235	29215815	+	lincRNA
ENSG00000276251.1	AC007786.2	chr19	29220864	29221666	+	lincRNA
ENSG00000276631.1	AC007786.3	chr19	29222542	29223137	+	lincRNA
ENSG00000241604.3	RN7SL340P	chr19	29233090	29233385	-	misc_RNA
ENSG00000264515.5	AC011474.1	chr19	29287011	29525752	-	processed_transcript
ENSG00000267574.1	AC011474.3	chr19	29448038	29448380	+	lincRNA
ENSG00000266248.1	AC011474.2	chr19	29489775	29526948	-	antisense
ENSG00000279387.1	AC011474.4	chr19	29506966	29509041	-	TEC
ENSG00000187135.7	VSTM2B	chr19	29526499	29564479	+	protein_coding
ENSG00000105171.9	POP4	chr19	29604017	29617237	+	protein_coding
ENSG00000166289.5	PLEKHF1	chr19	29665056	29675457	+	protein_coding
ENSG00000131943.17	C19orf12	chr19	29698886	29715789	-	protein_coding
ENSG00000105173.13	CCNE1	chr19	29811898	29824308	+	protein_coding
ENSG00000267433.1	AC008798.1	chr19	29901696	29901869	-	unprocessed_pseudogene
ENSG00000278895.1	AC008507.3	chr19	29915862	29917830	+	TEC
ENSG00000267258.1	PPIAP58	chr19	29921182	29921653	+	processed_pseudogene
ENSG00000105176.17	URI1	chr19	29923644	30016608	+	protein_coding
ENSG00000242100.2	RPL9P32	chr19	29956369	29956988	-	processed_pseudogene
ENSG00000267006.1	AC008507.2	chr19	30028741	30029916	-	lincRNA
ENSG00000267692.1	TAF9P3	chr19	30037285	30037411	+	processed_pseudogene
ENSG00000266910.2	AC008507.1	chr19	30037423	30038181	+	processed_pseudogene
ENSG00000267223.1	AC005597.1	chr19	30219666	30228715	-	antisense
ENSG00000198597.8	ZNF536	chr19	30228290	30713538	+	protein_coding
ENSG00000280061.1	AC011504.1	chr19	30553956	30558058	+	TEC
ENSG00000267760.1	AC011478.1	chr19	30665274	30668647	-	lincRNA
ENSG00000267081.1	AC011507.1	chr19	30850975	30872507	+	lincRNA
ENSG00000261316.1	LINC01834	chr19	30907199	30909155	+	lincRNA
ENSG00000267378.1	AC020897.1	chr19	30946582	30957192	+	lincRNA
ENSG00000284430.1	AC020912.1	chr19	31100304	31147981	+	lincRNA
ENSG00000267777.1	LINC01791	chr19	31167516	31207663	+	lincRNA
ENSG00000121297.6	TSHZ3	chr19	31274945	31349547	-	protein_coding
ENSG00000267662.1	AC025809.1	chr19	31348881	31417794	+	antisense
ENSG00000278875.1	AC025809.2	chr19	31364297	31366098	+	TEC
ENSG00000267636.1	AC008992.1	chr19	31421997	31427302	+	lincRNA
ENSG00000267599.1	AC008794.2	chr19	31465653	31466431	+	lincRNA
ENSG00000267407.1	AC008794.1	chr19	31542039	31554797	+	lincRNA
ENSG00000261400.1	AC011525.1	chr19	31588040	31595720	-	lincRNA
ENSG00000267465.6	AC011525.2	chr19	31588196	31593781	+	lincRNA
ENSG00000252780.1	RNA5SP471	chr19	31655356	31655461	-	rRNA_pseudogene
ENSG00000201894.1	RNU6-967P	chr19	31787148	31787255	-	snRNA
ENSG00000267489.3	LINC01837	chr19	31859103	32072082	-	lincRNA
ENSG00000267012.1	AC011456.1	chr19	31886704	31908284	-	lincRNA
ENSG00000267779.5	LINC01533	chr19	32025862	32056865	+	lincRNA
ENSG00000267204.1	LINC01782	chr19	32102088	32105916	-	lincRNA
ENSG00000267133.1	AC011518.1	chr19	32103583	32106537	+	lincRNA
ENSG00000200738.1	RNA5SP472	chr19	32243965	32244083	-	rRNA_pseudogene
ENSG00000168813.16	ZNF507	chr19	32345594	32387667	+	protein_coding
ENSG00000267213.4	AC007773.1	chr19	32390050	32405560	-	antisense
ENSG00000178904.18	DPY19L3	chr19	32405543	32485895	+	protein_coding
ENSG00000105185.11	PDCD5	chr19	32581068	32587452	+	protein_coding
ENSG00000105186.15	ANKRD27	chr19	32597007	32676597	-	protein_coding
ENSG00000201388.1	SNORA68B	chr19	32608337	32608469	-	snoRNA
ENSG00000242325.1	RPS12P31	chr19	32636078	32636475	+	processed_pseudogene
ENSG00000242436.3	RN7SL789P	chr19	32655016	32655308	-	misc_RNA
ENSG00000267557.1	AC008474.1	chr19	32666298	32673210	+	antisense
ENSG00000186326.3	RGS9BP	chr19	32675407	32678300	+	protein_coding
ENSG00000267475.1	AC008736.1	chr19	32687089	32691750	-	lincRNA
ENSG00000213965.3	NUDT19	chr19	32691961	32713796	+	protein_coding
ENSG00000267567.1	AC008736.2	chr19	32718298	32719595	-	lincRNA
ENSG00000173809.18	TDRD12	chr19	32719753	32829580	+	protein_coding
ENSG00000267245.1	AC008805.1	chr19	32824142	32824505	-	processed_pseudogene
ENSG00000021488.12	SLC7A9	chr19	32830509	32869766	-	protein_coding
ENSG00000267555.1	AC008805.2	chr19	32831295	32833168	+	antisense
ENSG00000201967.1	RN7SKP22	chr19	32862800	32863092	-	misc_RNA
ENSG00000121289.17	CEP89	chr19	32875925	32971991	-	protein_coding
ENSG00000239988.1	RPL31P60	chr19	32963499	32963865	+	processed_pseudogene
ENSG00000131944.9	FAAP24	chr19	32972209	32978222	+	protein_coding
ENSG00000131941.7	RHPN2	chr19	32978593	33064888	-	protein_coding
ENSG00000267611.1	AC008521.1	chr19	33051515	33051701	+	processed_pseudogene
ENSG00000267725.1	AC008521.2	chr19	33067175	33067433	+	processed_pseudogene
ENSG00000076650.6	GPATCH1	chr19	33080880	33130542	+	protein_coding
ENSG00000166359.10	WDR88	chr19	33132090	33175795	+	protein_coding
ENSG00000130881.13	LRP3	chr19	33177603	33208867	+	protein_coding
ENSG00000267054.1	AC008738.1	chr19	33178056	33178651	+	sense_intronic
ENSG00000273420.1	AC008738.7	chr19	33207129	33207639	+	3prime_overlapping_ncRNA
ENSG00000130876.11	SLC7A10	chr19	33208664	33225850	-	protein_coding
ENSG00000267714.1	AC008738.4	chr19	33217817	33221170	+	antisense
ENSG00000270212.1	AC008738.6	chr19	33283978	33285739	-	lincRNA
ENSG00000267580.1	AC008738.3	chr19	33299934	33301168	+	antisense
ENSG00000245848.2	CEBPA	chr19	33299934	33302564	-	protein_coding
ENSG00000267727.1	AC008738.5	chr19	33301279	33301940	+	antisense
ENSG00000267296.2	CEBPA-DT	chr19	33302857	33305054	+	antisense
ENSG00000267130.1	AC008738.2	chr19	33305036	33309387	+	lincRNA
ENSG00000243864.1	RPS3AP50	chr19	33340686	33341984	+	processed_pseudogene
ENSG00000266899.2	AKR1B1P7	chr19	33360497	33361448	-	processed_pseudogene
ENSG00000153879.8	CEBPG	chr19	33373330	33382686	+	protein_coding
ENSG00000124299.13	PEPD	chr19	33386950	33521794	-	protein_coding
ENSG00000266985.1	AC010485.1	chr19	33555568	33557470	+	lincRNA
ENSG00000232429.3	RPL21P131	chr19	33589206	33589688	-	processed_pseudogene
ENSG00000124302.12	CHST8	chr19	33621955	33773509	+	protein_coding
ENSG00000153885.14	KCTD15	chr19	33795933	33815763	+	protein_coding
ENSG00000277013.1	AC008556.1	chr19	33906352	33908391	+	lincRNA
ENSG00000240626.3	RN7SL150P	chr19	33927364	33927625	-	misc_RNA
ENSG00000239253.1	RPS4XP23	chr19	34021659	34021895	+	processed_pseudogene
ENSG00000249987.1	RPS4XP20	chr19	34022656	34023427	-	processed_pseudogene
ENSG00000186008.7	RPS4XP21	chr19	34092561	34093310	-	processed_pseudogene
ENSG00000270849.1	CHCHD2P3	chr19	34126973	34127423	+	processed_pseudogene
ENSG00000257103.8	LSM14A	chr19	34172504	34229515	+	protein_coding
ENSG00000166398.12	KIAA0355	chr19	34254537	34355586	+	protein_coding
ENSG00000257074.3	RPL29P33	chr19	34296277	34296592	-	processed_pseudogene
ENSG00000267219.1	AC010504.1	chr19	34348356	34359412	-	antisense
ENSG00000105220.15	GPI	chr19	34359480	34402413	+	protein_coding
ENSG00000266953.6	AC092073.1	chr19	34396315	34409364	+	protein_coding
ENSG00000126249.7	PDCD2L	chr19	34404384	34426168	+	protein_coding
ENSG00000264317.2	RN7SL154P	chr19	34421988	34422311	-	misc_RNA
ENSG00000267024.1	AC008747.1	chr19	34426112	34428273	-	antisense
ENSG00000126261.12	UBA2	chr19	34428352	34471251	+	protein_coding
ENSG00000142279.12	WTIP	chr19	34481638	34512304	+	protein_coding
ENSG00000239210.2	RPS26P55	chr19	34533427	34534084	-	processed_pseudogene
ENSG00000248830.1	ZNF807	chr19	34542462	34545395	-	unprocessed_pseudogene
ENSG00000268751.1	SCGB1B2P	chr19	34576733	34577701	-	lincRNA
ENSG00000205209.7	SCGB2B2	chr19	34593329	34675699	-	protein_coding
ENSG00000271049.1	AC020910.3	chr19	34634844	34635717	+	processed_pseudogene
ENSG00000252230.1	RF00611	chr19	34637696	34637781	-	snoRNA
ENSG00000268683.1	AC020910.1	chr19	34638122	34640689	-	sense_intronic
ENSG00000279971.1	AC020910.6	chr19	34645380	34646838	+	TEC
ENSG00000269811.2	SCGB2B3P	chr19	34645662	34646070	+	processed_pseudogene
ENSG00000279329.1	AC020910.5	chr19	34675717	34677581	-	TEC
ENSG00000089335.20	ZNF302	chr19	34677639	34686397	+	protein_coding
ENSG00000274104.1	AC020910.4	chr19	34733298	34733837	-	lincRNA
ENSG00000197841.14	ZNF181	chr19	34734155	34745378	+	protein_coding
ENSG00000153896.17	ZNF599	chr19	34758076	34773229	-	protein_coding
ENSG00000270281.1	AC020910.2	chr19	34779412	34780021	-	processed_pseudogene
ENSG00000267767.2	LINC01801	chr19	34788582	34832869	-	lincRNA
ENSG00000261754.2	AC008555.1	chr19	34811589	34814345	-	lincRNA
ENSG00000271666.1	AC008555.7	chr19	34825414	34825996	+	processed_pseudogene
ENSG00000269086.2	AC008555.2	chr19	34837889	34855304	+	lincRNA
ENSG00000271109.1	AC008555.5	chr19	34849278	34860576	-	lincRNA
ENSG00000270624.1	AC008555.4	chr19	34866352	34866919	+	processed_pseudogene
ENSG00000271649.1	LINC00904	chr19	34892029	34898943	-	lincRNA
ENSG00000270544.1	AC008555.3	chr19	34902202	34904195	-	lincRNA
ENSG00000271171.1	AC008555.6	chr19	34904392	34905057	-	lincRNA
ENSG00000269037.1	LINC01838	chr19	34905315	34908188	+	lincRNA
ENSG00000270876.1	ZNF30-AS1	chr19	34923299	34926812	-	lincRNA
ENSG00000168661.14	ZNF30	chr19	34926903	34945170	+	protein_coding
ENSG00000280106.1	AC008555.8	chr19	34949038	34951205	-	TEC
ENSG00000180884.9	ZNF792	chr19	34956354	34964049	-	protein_coding
ENSG00000089351.14	GRAMD1A	chr19	34994784	35026471	+	protein_coding
